ردیف,عنوان,شاپا,شاپای الکترونیکی,ضریب تاثیر,سال,استنادهای تجمعی,ضريب تاثير آنی,مقالات,کیفیت در موضوع سطح میانی,زبان,کشور,استان,ناشر
32147,مجلة آداب الرافدين,3782867,,0,2014,0,0,10,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32148,مجلة آداب ذي قار,1.55421E+11,,0,2014,0,0,,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة ذي قار
32149,مجلة آداب ذي قار,1.55421E+11,,0,2013,0,0,42,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة ذي قار
32150,مجلة آداب ذي قار,1.55421E+11,,0,2012,0,0,66,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة ذي قار
32151,مجلة آداب ذي قار,1.55421E+11,,N/A,2016,1,N/A,73,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة ذي قار
32152,مجلة ابحاث البصرة للعلوم الانسانية,27073580,27073599,0,2018,0,0,147,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,وزارة التعليم العالي والبحث العلمي/جامعة البصرة/كلية التربية للعلوم الانسانية
32153,مجلة ابحاث البصرة للعلوم الانسانية,27073580,27073599,N/A,2019,4,N/A,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,وزارة التعليم العالي والبحث العلمي/جامعة البصرة/كلية التربية للعلوم الانسانية
32154,مجلة ابحاث البصرة للعلوم الانسانية,27073580,27073599,0,2022,0,0,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,وزارة التعليم العالي والبحث العلمي/جامعة البصرة/كلية التربية للعلوم الانسانية
32155,مجلة ابحاث البصرة للعلوم الانسانية,27073580,27073599,0,2021,0,0,30,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,وزارة التعليم العالي والبحث العلمي/جامعة البصرة/كلية التربية للعلوم الانسانية
32156,مجلة ابحاث البصرة للعلوم الانسانية,27073580,27073599,N/A,2020,11,N/A,69,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,وزارة التعليم العالي والبحث العلمي/جامعة البصرة/كلية التربية للعلوم الانسانية
32157,مجلة الاسلام في آسيا,22898077,18230970,0,2013,0,0,9,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32158,مجلة الاسلام في آسيا,22898077,18230970,0,2014,1,0,16,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32159,مجلة الاسلام في آسيا,22898077,18230970,0.014,2012,1,0,3,"اديان، مذاهب و عرفان (Q4)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32160,مجلة الاسلام في آسيا,22898077,18230970,0,2011,0,0,54,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32161,مجلة الاسلام في آسيا,22898077,18230970,0,2010,1,0,16,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32162,مجلة الاسلام في آسيا,22898077,18230970,0,2009,0,0,7,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32163,مجلة الاسلام في آسيا,22898077,18230970,0,2008,0,0,17,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32164,مجلة الاسلام في آسيا,22898077,18230970,0,2007,0,0,13,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32165,مجلة الاسلام في آسيا,22898077,18230970,0,2022,1,0,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32166,مجلة الاسلام في آسيا,22898077,18230970,0,2021,1,0,1,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32167,مجلة الاسلام في آسيا,22898077,18230970,0.011,2020,2,0,27,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32168,مجلة الاسلام في آسيا,22898077,18230970,0.029,2019,4,0,49,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32169,مجلة الاسلام في آسيا,22898077,18230970,0,2018,0,0,43,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32170,مجلة الاسلام في آسيا,22898077,18230970,0,2017,2,0,26,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32171,مجلة الاسلام في آسيا,22898077,18230970,N/A,2016,3,N/A,0,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32172,مجلة الاسلام في آسيا,22898077,18230970,0,2015,0,0,,"اديان، مذاهب و عرفان (N/A)",عربی - انگلیسی,مالزي,,الجامعة الاسلامية العالمية
32173,مجلة التربية و العلم,1812125X,,0.003,2009,6,0,194,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32174,مجلة التربية و العلم,1812125X,,0.003,2014,20,0,,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32175,مجلة التربية و العلم,1812125X,,0.004,2007,2,0,148,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32176,مجلة التربية و العلم,1812125X,,0.007,2008,4,0,160,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32177,مجلة التربية و العلم,1812125X,,0.003,2013,30,0,160,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32178,مجلة التربية و العلم,1812125X,,0.066,2012,40,0.006,169,علوم تربيتي (Q3),عربی - انگلیسی,عراق,,جامعة الموصل
32179,مجلة التربية و العلم,1812125X,,0.011,2011,16,0.006,174,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32180,مجلة التربية و العلم,1812125X,,0.006,2010,7,0.006,172,علوم تربيتي (Q4),عربی - انگلیسی,عراق,,جامعة الموصل
32181,مجلة التربية و العلم,1812125X,,N/A,2016,5,N/A,0,علوم تربيتي (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32182,مجلة الجامعة الاسلامية للدراسات الاقتصادية و الادارية,2410-5198,2410-8723,0.015,2018,1,0,35,"الاعمال، الادارة و المحاسبة (Q4), الاقتصاد، الاقتصاد القیاسی، المالیة (Q4)",عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32183,مجلة الجامعة الاسلامية للدراسات الاقتصادية و الادارية,2410-5198,2410-8723,0.061,2020,12,0,0,"الاعمال، الادارة و المحاسبة (Q4), الاقتصاد، الاقتصاد القیاسی، المالیة (Q4)",عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32184,مجلة الجامعة الاسلامية للدراسات الاقتصادية و الادارية,2410-5198,2410-8723,0.077,2019,11,0.021,47,"الاعمال، الادارة و المحاسبة (Q4), الاقتصاد، الاقتصاد القیاسی، المالیة (Q3)",عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32185,مجلة الجامعة الاسلامية للدراسات الاقتصادية و الادارية,2410-5198,2410-8723,N/A,2017,0,N/A,0,N/A,عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32186,مجلة الجامعة الاسلامية للدراسات التربوية و النفسية,24102946,24103152,N/A,2017,0,N/A,0,N/A,عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32187,مجلة الجامعة الاسلامية للدراسات التربوية و النفسية,24102946,24103152,N/A,2020,41,N/A,0,علم النفس (N/A),عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32188,مجلة الجامعة الاسلامية للدراسات التربوية و النفسية,24102946,24103152,N/A,2019,41,N/A,237,علم النفس (N/A),عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32189,مجلة الجامعة الاسلامية للدراسات التربوية و النفسية,24102946,24103152,0,2018,0,0,170,علم النفس (N/A),عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32190,مجلة الجامعة الاسلامية للدراسات التربوية و النفسية,24102946,24103152,0.015,2021,11,0,0,علم النفس (Q4),عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32191,مجلة الجامعة الاسلامية للدراسات الشرعية و القانونية,,26162148,N/A,2018,0,N/A,23,N/A,عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32192,مجلة الجامعة الاسلامية للدراسات الشرعية و القانونية,,26162148,N/A,2019,0,N/A,69,N/A,عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32193,مجلة الجامعة الاسلامية للدراسات الشرعية و القانونية,,26162148,N/A,2020,4,N/A,67,العلوم الاجتماعیة (N/A),عربی - انگلیسی,فلسطين,,الجامعة الاسلامية. عمادة البحث العلمي و الدراسات العليا
32194,مجلة الجامعة العراقية,18134521,,0,2009,0,0,49,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32195,مجلة الجامعة العراقية,18134521,,0,2010,0,0,62,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32196,مجلة الجامعة العراقية,18134521,,0,2011,0,0,45,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32197,مجلة الجامعة العراقية,18134521,,0,2012,0,0,48,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32198,مجلة الجامعة العراقية,18134521,,0,2013,0,0,,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32199,مجلة الجامعة العراقية,18134521,,N/A,2016,0,N/A,0,علوم انساني (N/A),عربی - انگلیسی,عراق,,الجامعة العراقية
32200,مجلة الجامعة العراقية,18134521,,0,2017,3,0,185,"الاقتصاد، الاقتصاد القیاسی، المالیة (N/A), العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,الجامعة العراقية
